Species,Bag_Color,Tank,MHW,SH_Tide,SH_Temp,Rep,Well_Plate,Slot,Weigh_Boat_g,B_S_T_g,B_S_g,Shell_g,Tissue_g,Shell.mg,Tissue.mg,CI,Notes
Ostrea lurida,Yellow,2,15˚C,No Tide,21˚C,10,1,G8,0.0182,0.029,0.0287,0.0105,0.0003,10.5,0.3,2.857,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,6,1,D10,0.0171,0.0285,0.0273,0.0102,0.0012,10.2,1.2,11.765,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,8,1,D12,0.0196,0.0325,0.0314,0.0118,0.0011,11.8,1.1,9.322,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,7,1,D11,0.0203,0.0316,0.0308,0.0105,0.0008,10.5,0.8,7.619,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,10,1,E2,0.0173,0.0375,0.0361,0.0188,0.0014,18.8,1.4,7.447,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,3,1,D7,0.0155,0.0255,0.0249,0.0094,0.0006,9.4,0.6,6.383,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,1,1,D5,0.0172,0.0239,0.0235,0.0063,0.0004,6.3,0.4,6.349,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,4,1,D8,0.0185,0.0322,0.0315,0.013,0.0007,13,0.7,5.385,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,5,1,D9,0.0166,0.027,0.0265,0.0099,0.0005,9.9,0.5,5.051,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,2,1,D6,0.0176,0.0264,0.026,0.0084,0.0004,8.4,0.4,4.762,
Ostrea lurida,Yellow,2,15˚C,Tide,15˚C,9,1,E1,0.0167,0.0319,0.0316,0.0149,0.0003,14.9,0.3,2.013,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,10,1,E12,0.0162,0.0224,0.0219,0.0057,0.0005,5.7,0.5,8.772,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,3,1,E5,0.0192,0.0259,0.0254,0.0062,0.0005,6.2,0.5,8.065,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,4,1,E6,0.0205,0.0319,0.0312,0.0107,0.0007,10.7,0.7,6.542,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,1,1,E3,0.0183,0.0318,0.031,0.0127,0.0008,12.7,0.8,6.299,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,9,1,E11,0.0156,0.021,0.0207,0.0051,0.0003,5.1,0.3,5.882,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,2,1,E4,0.0242,0.0446,0.0435,0.0193,0.0011,19.3,1.1,5.699,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,7,1,E9,0.0172,0.0409,0.0397,0.0225,0.0012,22.5,1.2,5.333,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,5,1,E7,0.021,0.038,0.0372,0.0162,0.0008,16.2,0.8,4.938,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,8,1,E10,0.0208,0.0424,0.0414,0.0206,0.001,20.6,1,4.854,
Ostrea lurida,Yellow,2,15˚C,Tide,21˚C,6,1,E8,0.0197,0.0262,0.0259,0.0062,0.0003,6.2,0.3,4.839,
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,9,1,C9,33.5878,40.875,33.6979,,,0.1101,7.1771,6518.710,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,6,1,C6,33.2249,60.0237,44.0972,,,10.8723,15.9265,146.487,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,3,1,C3,33.8401,48.4909,40.3536,,,6.5135,8.1373,124.930,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,10,1,C10,34.0175,40.94,37.1047,,,3.0872,3.8353,124.232,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,5,1,C5,33.143,47.3195,39.7423,,,6.5993,7.5772,114.818,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,2,1,C2,33.0204,52.1977,41.984,,,8.9636,10.2137,113.946,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,8,1,C8,33.7275,44.0878,39.4408,,,5.7133,4.647,81.337,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,1,1,C1,33.4752,45.9358,41.1708,,,7.6956,4.765,61.918,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,7,1,C7,33.1862,51.3959,47.4186,,,14.2324,3.9773,27.945,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,15˚C,4,1,C4,33.8356,64.4338,62.314,,,28.4784,2.1198,7.444,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,5,1,D5,34.099,47.3239,37.5975,,,3.4985,9.7264,278.016,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,6,1,D6,33.7117,47.8923,40.1567,,,6.445,7.7356,120.025,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,4,1,D4,33.2769,54.6902,43.457,,,10.1801,11.2332,110.345,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,1,1,D1,33.1539,52.3607,43.1623,,,10.0084,9.1984,91.907,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,10,1,D10,33.1815,56.4535,46.1377,,,12.9562,10.3158,79.621,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,3,1,D3,33.742,55.7018,48.6627,,,14.9207,7.0391,47.177,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,9,1,D9,33.2781,52.0409,48.4366,,,15.1585,3.6043,23.777,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,2,1,D2,33.8128,47.1768,46.4301,,,12.6173,0.7467,5.918,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,7,1,D7,33.9369,46.0478,52.0504,,,18.1135,-6.0026,-33.139,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,No Tide,21˚C,8,1,D8,32.8947,36.9958,30.2586,,,-2.6361,6.7372,-255.575,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,7,1,A7,33.4766,44.2726,39.0475,,,5.5709,5.2251,93.793,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,2,1,A2,33.6781,40.3618,37.34,,,3.6619,3.0218,82.520,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,8,1,A8,34.1354,66.9136,53.8552,,,19.7198,13.0584,66.220,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,9,1,A9,33.4941,45.3694,41.2472,,,7.7531,4.1222,53.168,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,3,1,A3,34.6334,60.1158,51.5053,,,16.8719,8.6105,51.035,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,1,1,A1,33.7189,47.7808,44.369,,,10.6501,3.4118,32.035,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,4,1,A4,33.6566,63.9029,56.7215,,,23.0649,7.1814,31.136,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,6,1,A6,34.2107,59.5047,54.4636,,,20.2529,5.0411,24.891,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,10,1,A10,32.3356,43.3647,41.2538,,,8.9182,2.1109,23.670,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,15˚C,5,1,A5,34.0781,43.2665,45.6158,,,11.5377,-2.3493,-20.362,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,1,1,B1,33.8634,48.0322,40.2481,,,6.3847,7.7841,121.918,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,6,1,B6,33.4515,40.01293,36.5707,,,3.1192,3.44223,110.356,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,2,1,B2,33.9749,45.1264,40.4706,,,6.4957,4.6558,71.675,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,5,1,B5,34.0701,43.195,39.6387,,,5.5686,3.5563,63.863,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,9,1,B9,32.9798,54.6426,47.0462,,,14.0664,7.5964,54.004,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,4,1,B4,33.5597,58.5122,49.8728,,,16.3131,8.6394,52.960,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,8,1,B8,33.3667,72.9416,60.9797,,,27.613,11.9619,43.320,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,10,1,B10,33.553,41.7777,39.4877,,,5.9347,2.29,38.587,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,7,1,B7,33.7316,21.4247,38.3079,,,4.5763,-16.8832,-368.927,mg; remove from dataset due to weight boat malfunction
Ostrea lurida,Yellow,1,15˚C,Tide,21˚C,3,1,B3,33.512,39.5903,33.2589,,,-0.2531,6.3314,-2501.541,mg; remove from dataset due to weight boat malfunction
